timestamp,data1,data2,data3,data4,data5,data6,label
16.91,0.17029,-0.28113,0.95801,-0.79346,0.67139,-0.79346,1
16.921,0.16846,-0.28235,0.95483,-0.67139,0.54932,-0.67139,1
16.932,0.16602,-0.28345,0.95117,-0.30518,0.79346,-0.42725,1
16.942,0.16394,-0.28528,0.95154,0.0,0.73242,-0.12207,1
16.953,0.16382,-0.28638,0.95264,0.24414,0.06104,0.12207,1
16.964,0.16614,-0.28674,0.95264,0.42725,-1.77002,0.36621,1
16.974,0.17139,-0.28625,0.95435,0.30518,-2.13623,0.42725,1
16.985,0.17651,-0.28516,0.95911,0.30518,-1.89209,0.42725,1
16.996,0.17883,-0.28455,0.96118,0.61035,-1.46484,0.36621,1
17.006,0.17957,-0.28406,0.95728,0.91553,-1.09863,0.30518,1
17.017,0.18005,-0.28394,0.95093,1.09863,-0.67139,0.30518,1
17.027,0.18005,-0.28564,0.9502,0.97656,-0.30518,0.24414,1
17.038,0.18152,-0.28516,0.95251,0.79346,-0.06104,0.12207,1
17.049,0.18152,-0.28369,0.95227,0.67139,0.06104,-0.18311,1
17.059,0.1792,-0.28381,0.95337,0.67139,0.12207,-0.48828,1
17.07,0.17578,-0.28564,0.9585,0.79346,0.12207,-0.73242,1
17.081,0.17529,-0.28723,0.9679,1.0376,0.06104,-0.79346,1
17.091,0.17957,-0.28772,0.97693,1.64795,-0.06104,-0.79346,1
17.102,0.18262,-0.29028,0.98523,2.86865,-0.06104,-0.97656,1
17.112,0.18213,-0.2959,0.9939,6.10352,0.67139,-1.64795,1
17.123,0.17883,-0.30103,1.0011,7.93457,1.2207,-1.70898,1
17.134,0.17529,-0.30396,1.00989,9.8877,1.34277,-1.64795,1
17.144,0.17932,-0.30566,1.02234,12.39014,1.0376,-1.83105,1
17.155,0.18701,-0.30859,1.03455,15.25879,0.91553,-2.38037,1
17.165,0.18445,-0.3136,1.05396,18.49365,0.97656,-2.56348,1
17.176,0.17065,-0.3175,1.08203,22.88818,1.15967,-2.0752,1
17.187,0.15649,-0.3158,1.10046,28.68652,1.58691,-0.61035,1
17.197,0.14514,-0.30066,1.09216,35.09521,2.31934,1.58691,1
17.208,0.14697,-0.29639,1.07837,41.13769,3.11279,4.02832,1
17.219,0.15564,-0.29126,1.06384,45.77636,3.17383,6.22559,1
17.229,0.16272,-0.2793,1.06665,47.91259,2.38037,8.30078,1
17.24,0.15808,-0.27002,1.10803,48.52295,1.40381,11.16943,1
17.25,0.14111,-0.26794,1.18799,52.55127,-0.30518,17.39502,1
17.261,0.11804,-0.26611,1.27173,64.69727,-1.09863,26.79443,1
17.272,0.10962,-0.25134,1.30872,105.2246,11.2915,47.36328,1
17.282,0.12354,-0.22632,1.29651,128.17383,19.77539,53.16162,1
17.293,0.13464,-0.20581,1.27209,154.72412,23.37646,51.94091,1
17.303,0.13391,-0.17896,1.25818,182.61717,20.50781,47.54638,1
17.314,0.13208,-0.13782,1.26038,204.16258,16.6626,44.06738,1
17.325,0.13623,-0.0802,1.26624,211.3037,17.76123,42.48046,1
17.335,0.14331,-0.00354,1.23853,195.49559,26.06201,45.89843,1
17.346,0.14929,0.05359,1.19446,159.5459,35.40039,54.99267,1
17.357,0.19031,0.07959,1.18921,124.57275,41.5039,60.18066,1
17.367,0.21545,0.09961,1.18848,100.95214,46.26464,48.58398,1
17.378,0.22815,0.12097,1.18884,82.70263,51.75781,23.74267,1
17.388,0.21924,0.14001,1.21375,65.73486,59.57031,2.50244,1
17.399,0.18506,0.15271,1.2522,52.30713,67.26074,-6.71387,1
17.41,0.15283,0.1637,1.26489,48.21777,71.41113,-5.79834,1
17.42,0.14233,0.17505,1.2384,55.29785,70.00732,-0.54932,1
17.431,0.14307,0.18127,1.20337,83.43505,49.37744,4.21143,1
17.441,0.15015,0.18591,1.18079,92.8955,37.41455,3.84521,1
17.452,0.15503,0.19116,1.17126,95.58105,30.15137,2.44141,1
17.463,0.15405,0.1969,1.1814,94.84863,27.16064,0.42725,1
17.484,0.16467,0.23047,1.23547,95.09277,21.85058,-6.10352,1
17.494,0.14771,0.24622,1.25256,94.48241,16.47949,-9.27734,1
17.505,0.10364,0.24841,1.25977,93.56689,10.68115,-10.86426,1
17.516,-0.01685,0.2312,1.28662,93.87206,4.69971,-10.19287,1
17.526,-0.0426,0.23645,1.32117,97.53417,-1.95312,-6.89697,1
17.537,-0.02979,0.25146,1.34668,106.4453,-8.17871,-2.0752,1
17.548,-0.00391,0.26465,1.32764,120.97167,-11.84082,1.95312,1
17.558,0.01099,0.26929,1.25781,137.26807,-12.20703,3.78418,1
17.569,0.01428,0.26746,1.17151,149.84131,-10.92529,3.90625,1
17.579,0.01575,0.26367,1.10046,156.98242,-10.55908,3.35693,1
17.59,0.02429,0.26514,1.06079,160.70555,-11.90185,2.56348,1
17.6,0.0437,0.28149,1.04675,167.05321,-15.93017,-0.12207,1
17.611,0.06091,0.30603,1.03687,170.53221,-14.95361,-2.31934,1
17.622,0.05652,0.32166,1.02698,174.74364,-12.08496,-5.06592,1
17.643,-0.03918,0.3241,0.9696,188.72069,-0.91553,-7.56836,1
17.654,-0.09106,0.3053,0.88147,195.43456,6.5918,-5.7373,1
17.664,-0.12073,0.27881,0.7655,198.73045,11.77978,-2.01416,1
17.675,-0.08435,0.30005,0.56445,197.81493,13.97705,3.17383,1
17.686,-0.04785,0.33252,0.50452,195.00731,16.11328,8.30078,1
17.696,-0.02637,0.35791,0.42786,193.29832,19.104,11.16943,1
17.717,-0.0304,0.36951,0.22607,186.40135,20.20263,11.47461,1
17.728,-0.04138,0.37268,0.12512,178.10057,16.72363,13.97705,1
17.739,-0.03406,0.39624,0.04871,165.71043,10.68115,19.47021,1
17.749,-0.01855,0.42969,-0.00012,150.02441,4.02832,23.80371,1
17.76,-0.01099,0.45642,-0.03308,120.54443,-3.54004,23.13232,1
17.77,-0.01367,0.47791,-0.05261,106.20116,-3.11279,21.85058,1
17.781,-0.01172,0.49792,-0.05908,90.14892,0.0,20.87402,1
17.802,0.00903,0.51917,-0.10962,51.3916,7.20215,17.63916,1
17.813,0.00916,0.51233,-0.14331,29.96826,8.91113,19.16504,1
17.824,0.01172,0.51721,-0.15662,6.65283,9.82666,23.80371,1
17.834,0.06873,0.5509,-0.10229,-17.08984,11.1084,27.46582,1
17.845,0.08948,0.56653,-0.07556,-37.23145,13.30566,27.28271,1
17.855,0.09729,0.57532,-0.04431,-54.93164,15.31982,23.80371,1
17.866,0.09082,0.56995,0.00476,-71.77734,16.47949,18.73779,1
17.877,0.07996,0.55798,0.05896,-87.3413,17.21191,14.34326,1
17.887,0.06995,0.54126,0.1001,-102.11181,17.39502,12.20703,1
17.898,0.06519,0.52539,0.12671,-117.73681,16.17432,12.75635,1
17.909,0.07373,0.51892,0.16028,-135.37598,11.47461,15.68603,1
17.919,0.1001,0.52747,0.22021,-170.28807,-7.44629,25.81787,1
17.93,0.12268,0.5365,0.31384,-179.99266,-13.42773,30.15137,1
17.94,0.10254,0.51721,0.40894,-182.61717,-10.86426,28.86963,1
17.962,0.04285,0.44617,0.49707,-184.81444,-3.41797,18.98193,1
17.972,0.04919,0.42468,0.53748,-187.43895,-3.84521,15.86914,1
17.983,0.0625,0.4115,0.59607,-187.74413,-5.85937,15.25879,1
17.993,0.11157,0.37451,0.70789,-186.58446,-8.48389,15.86914,1
18.004,0.11572,0.36951,0.80127,-187.19481,-11.35254,14.5874,1
18.015,0.10913,0.37183,0.91638,-188.11034,-11.65771,12.26807,1
18.025,0.08655,0.35901,1.00916,-185.66893,-7.44629,10.25391,1
18.036,0.04919,0.32935,1.07593,-180.84715,-2.68555,8.8501,1
18.047,0.0293,0.31042,1.12915,-174.6826,-1.52588,10.25391,1
18.057,0.03308,0.31677,1.16113,-165.95457,-2.56348,14.46533,1
18.068,0.05176,0.32153,1.15088,-154.1748,-2.0752,18.12744,1
18.078,0.08276,0.30493,1.10791,-133.05664,1.89209,18.43262,1
18.089,0.11292,0.27893,1.0686,-128.66211,2.62451,17.63916,1
18.1,0.12927,0.26196,1.05481,-127.07519,1.34277,17.82227,1
18.121,0.14038,0.2572,1.08643,-121.76513,-6.89697,20.44678,1
18.131,0.15137,0.25549,1.10425,-115.47851,-10.49805,20.56885,1
18.142,0.1604,0.25281,1.11377,-107.78808,-12.93945,18.85986,1
18.153,0.1665,0.25061,1.1178,-99.36523,-15.56396,15.68603,1
18.163,0.17896,0.20837,1.04199,-91.91894,-17.57812,12.87842,1
18.174,0.19995,0.18164,0.96838,-86.18163,-12.20703,12.20703,1
18.184,0.20837,0.15723,0.92358,-85.93749,0.61035,11.2915,1
18.195,0.18909,0.12634,0.95801,-94.1162,9.46045,7.69043,1
18.206,0.17163,0.10059,1.03442,-104.85839,5.79834,4.02832,1
18.216,0.17932,0.08582,1.10059,-110.71777,-7.87353,2.2583,1
18.227,0.19641,0.08167,1.15088,-110.10741,-21.91162,0.97656,1
18.237,0.20593,0.06897,1.19861,-94.60448,-33.3252,1.89209,1
18.248,0.20459,0.04724,1.23694,-82.15331,-32.59277,5.98144,1
18.259,0.20471,0.03613,1.25293,-71.04492,-29.54101,9.46045,1
18.269,0.2179,0.03284,1.2345,-63.78173,-24.84131,10.68115,1
18.28,0.22754,0.04993,1.18652,-68.48145,-20.44678,15.38086,1
18.29,0.30042,0.05493,1.14087,-95.76415,-13.61084,26.36719,1
18.301,0.42358,0.02991,1.20496,-127.86864,5.43213,26.30615,1
18.312,0.44666,-0.00085,1.31287,-138.85498,32.59277,11.59668,1
18.322,0.36133,-0.04102,1.34766,-130.43213,50.65918,-2.62451,1
18.333,0.3429,-0.02112,1.37061,-113.28124,49.92675,-11.71875,1
18.343,0.31873,-0.00769,1.40625,-93.50585,34.24072,-17.76123,1
18.354,0.28821,-0.01697,1.38416,-70.86182,14.5874,-23.6206,1
18.365,0.27063,-0.04456,1.27075,-47.60742,-0.36621,-29.96826,1
18.375,0.26721,-0.07812,1.10535,-29.72412,-7.75146,-36.13281,1
18.386,0.271,-0.10315,0.95459,-21.54541,-11.71875,-41.80908,1
18.396,0.276,-0.12122,0.89282,-41.68701,-30.02929,-53.95507,1
18.407,0.26001,-0.13867,0.92102,-58.34961,-41.07666,-60.60791,1
18.418,0.22913,-0.14929,0.98218,-72.63184,-47.91259,-63.11035,1
18.428,0.20471,-0.15283,1.05835,-83.98437,-47.60742,-61.03515,1
18.439,0.19421,-0.16418,1.13379,-90.69823,-38.45215,-56.64062,1
18.449,0.19678,-0.18311,1.16797,-93.26171,-20.38574,-55.35888,1
18.46,0.18445,-0.21033,1.13818,-95.88622,2.38037,-62.5,1
18.471,0.13843,-0.25708,1.04822,-102.66113,20.38574,-71.22803,1
18.481,0.03479,-0.36768,0.95752,-112.54882,28.07617,-70.73975,1
18.492,0.04346,-0.38281,1.01538,-119.68993,28.38135,-63.65966,1
18.502,0.0719,-0.36572,1.05457,-117.98095,26.7334,-57.25097,1
18.513,0.06104,-0.3678,1.03601,-107.97118,26.12304,-51.81884,1
18.524,0.03467,-0.39148,1.00183,-97.04589,24.53613,-44.98291,1
18.534,0.02808,-0.40894,0.99585,-88.62304,19.77539,-37.47559,1
18.545,0.03174,-0.41858,1.03186,-80.44433,14.03808,-31.12793,1
18.555,0.04431,-0.42053,1.073,-70.43457,12.26807,-25.20752,1
18.566,0.05994,-0.41736,1.06226,-45.47119,21.42334,-18.18848,2
18.577,0.07532,-0.41882,1.01208,-35.88867,22.33887,-17.33398,2
18.587,0.10242,-0.41858,0.97559,-29.72412,17.94434,-17.82227,2
18.608,0.1615,-0.40076,1.01831,-25.14648,2.99072,-19.59229,2
18.619,0.17957,-0.38672,1.08533,-22.76611,-1.70898,-18.98193,2
18.63,0.1908,-0.37781,1.12695,-18.12744,-3.2959,-17.63916,2
18.64,0.19116,-0.3844,1.10913,-13.06152,-4.45557,-15.74707,2
18.651,0.18701,-0.36963,0.99023,-9.70459,-7.8125,-13.30566,2
18.661,0.19824,-0.35083,0.9552,-8.42285,-11.65771,-10.43701,2
18.683,0.21008,-0.35999,0.92749,-9.94873,-12.57324,-7.14111,2
18.693,0.21753,-0.36414,0.92297,-10.92529,-10.13183,-7.62939,2
18.704,0.21643,-0.37158,0.91919,-11.65771,-6.40869,-8.60596,2
18.715,0.2002,-0.38086,0.90991,-11.53564,-2.31934,-9.39941,2
18.725,0.17847,-0.38647,0.89819,-9.64355,0.73242,-8.48389,2
18.736,0.1665,-0.38647,0.88562,-8.72803,-0.18311,-7.32422,2
18.746,0.16772,-0.38611,0.87842,-8.42285,-1.34277,-6.34766,2
18.768,0.18347,-0.39148,0.87842,-9.39941,-2.50244,-5.18799,2
18.778,0.19397,-0.38794,0.87183,-10.43701,-2.50244,-5.31006,2
18.789,0.20129,-0.38269,0.87378,-12.02392,-2.50244,-6.04248,2
18.799,0.20129,-0.38318,0.89319,-13.18359,-2.50244,-6.7749,2
18.81,0.18909,-0.39307,0.94202,-12.75635,-2.86865,-7.14111,2
18.821,0.18506,-0.401,0.95142,-10.68115,-3.23486,-7.08008,2
18.842,0.19983,-0.41125,0.94666,-6.46973,-2.19727,-4.82178,2
18.853,0.21057,-0.40881,0.95422,-5.92041,-0.61035,-3.60107,2
18.863,0.2146,-0.40747,0.96362,-5.7373,0.97656,-2.74658,2
18.874,0.20898,-0.40674,0.9635,-4.88281,1.52588,-2.2583,2
18.884,0.19458,-0.40698,0.95337,-0.48828,-1.83105,-1.70898,2
18.895,0.18372,-0.40723,0.93396,1.34277,-3.84521,-0.91553,2
18.906,0.18469,-0.40747,0.91724,1.95312,-4.69971,-0.18311,2
18.916,0.1947,-0.40564,0.90894,1.95312,-3.96728,0.42725,2
18.927,0.20715,-0.40137,0.89709,1.95312,-2.74658,0.54932,2
18.937,0.21313,-0.39954,0.89307,1.95312,-2.13623,0.36621,2
18.948,0.21179,-0.40173,0.90881,2.31934,-1.83105,0.30518,2
18.959,0.21179,-0.39978,0.92383,3.35693,-1.34277,0.36621,2
18.969,0.21692,-0.39087,0.91638,4.5166,-0.85449,0.30518,2
18.98,0.22107,-0.39526,0.91199,5.31006,-0.18311,0.06104,2
19.001,0.21655,-0.40405,0.92297,5.67627,2.56348,-0.67139,2
19.012,0.20618,-0.40698,0.93921,6.04248,3.35693,-0.91553,2
19.022,0.19812,-0.4054,0.94922,7.01904,3.41797,-0.79346,2
19.033,0.19775,-0.39648,0.93567,8.66699,3.41797,-0.06104,2
19.044,0.20288,-0.38477,0.91479,10.68115,3.11279,1.77002,2
19.054,0.20935,-0.37842,0.9082,10.31494,3.90625,2.31934,2
19.065,0.2135,-0.37927,0.92053,10.25391,5.67627,2.68555,2
19.075,0.21179,-0.38794,0.9519,11.23047,7.87353,2.92969,2
19.086,0.20605,-0.4093,1.00549,13.48877,10.43701,3.72314,2
19.097,0.1969,-0.43884,1.08008,17.45605,14.16016,5.85937,2
19.107,0.17932,-0.46497,1.15869,24.4751,18.67676,9.52148,2
19.118,0.15674,-0.47375,1.21411,34.97314,22.15576,14.4043,2
19.129,0.13513,-0.45166,1.2063,47.66845,24.10888,19.89746,2
19.139,0.13879,-0.44971,1.14771,60.4248,24.59717,25.26855,2
19.16,0.16785,-0.42078,1.05688,82.70263,18.49365,34.66797,2
19.171,0.18848,-0.39075,1.05237,95.58105,11.16943,39.36768,2
19.182,0.19287,-0.36548,1.08386,110.90087,4.82178,41.93115,2
19.192,0.17493,-0.35144,1.14392,127.86864,2.01416,39.97803,2
19.203,0.15894,-0.32971,1.21252,164.55077,-0.67139,34.30176,2
19.213,0.14697,-0.2854,1.28467,181.57957,2.0752,32.40967,2
19.224,0.13049,-0.23083,1.33923,194.09178,8.48389,31.37207,2
19.235,0.1189,-0.19189,1.34656,198.91356,15.19775,35.70557,2
19.245,0.07935,-0.18115,1.25159,178.34471,18.18848,62.62207,2
19.256,0.06897,-0.177,1.16663,136.23047,19.53125,111.51122,2
19.266,0.12048,-0.15967,1.19287,110.65673,21.78955,144.104,2
19.277,0.16467,-0.13123,1.20178,107.78808,21.91162,139.22119,2
19.288,0.24719,-0.02075,1.1908,102.84423,18.9209,109.92431,2
19.298,0.26587,0.00745,1.22144,91.00341,16.78467,76.41602,2
19.309,0.25916,0.01257,1.22949,82.76366,18.98193,50.72021,2
19.319,0.23584,0.01843,1.23999,80.26123,22.33887,33.63037,2
19.33,0.20691,0.02722,1.27246,80.7495,21.97265,22.52197,2
19.341,0.17126,0.03479,1.29468,86.18163,18.24951,14.77051,2
19.351,0.13611,0.03699,1.27405,97.47314,13.97705,8.97217,2
19.362,0.11975,0.03369,1.22437,119.01855,5.98144,1.28174,2
19.372,0.13489,0.03979,1.19128,121.58202,0.18311,-3.90625,2
19.383,0.16772,0.06995,1.2113,121.58202,-2.74658,-10.68115,2
19.394,0.18713,0.10791,1.26404,124.63378,-0.42725,-16.29639,2
19.404,0.17822,0.12866,1.30603,133.48389,3.54004,-17.7002,2
19.415,0.15381,0.14526,1.30176,144.65332,4.76074,-16.11328,2
19.425,0.12659,0.16187,1.25293,152.58789,2.86865,-15.625,2
19.436,0.09863,0.16187,1.18994,157.83691,-0.79346,-16.54053,2
19.447,0.07361,0.1582,1.08716,162.84178,-4.02832,-16.47949,2
19.457,0.09668,0.19092,1.07239,168.02977,-5.31006,-14.77051,2
19.468,0.12317,0.23242,1.06323,172.85155,-3.72314,-13.06152,2
19.478,0.1239,0.25342,1.03003,177.91747,1.46484,-12.39014,2
19.489,0.09973,0.24866,0.94519,184.99754,7.93457,-11.90185,2
19.5,0.06592,0.22839,0.83704,190.91795,11.77978,-10.19287,2
19.51,0.03784,0.21997,0.74805,191.58934,10.25391,-7.08008,2
19.521,0.0249,0.24353,0.69165,176.9409,-2.50244,1.83105,2
19.531,0.02795,0.28333,0.67651,168.33495,-8.23975,5.98144,2
19.542,0.0437,0.32117,0.67883,163.51317,-11.84082,8.54492,2
19.553,0.05823,0.35498,0.66565,160.94969,-11.71875,8.78906,2
19.574,0.05286,0.39795,0.61743,155.88379,-4.5166,6.04248,0
19.584,0.04688,0.4115,0.58887,153.32031,-0.97656,5.49316,0
19.595,0.03979,0.42432,0.54919,150.63477,0.48828,5.49316,0
19.606,0.01501,0.45264,0.5072,147.94922,-1.40381,6.5918,0
19.616,0.0293,0.48645,0.51233,145.81299,-6.28662,9.09424,0
19.627,0.04639,0.51831,0.49646,144.28711,-10.31494,11.84082,0
19.638,0.04712,0.5332,0.45093,141.6626,-10.62012,13.73291,0
19.648,0.04041,0.5415,0.39954,135.19287,-8.54492,15.01465,0
19.659,0.0343,0.54407,0.349,124.99999,-6.65283,15.68603,0
19.669,0.03418,0.54272,0.29736,113.46435,-6.65283,15.86914,0
19.68,0.05188,0.55139,0.25244,93.32275,-6.16455,19.16504,0
19.691,0.08789,0.57751,0.21191,85.26611,-3.479,19.83643,0
19.701,0.12732,0.61401,0.17444,76.0498,-0.30518,17.39502,0
19.712,0.1521,0.63855,0.15039,65.67383,2.56348,12.3291,0
19.723,0.15198,0.64014,0.13818,56.03027,4.5166,6.83594,0
19.733,0.13452,0.62769,0.12781,47.36328,5.24902,3.2959,0
19.744,0.11365,0.61389,0.12085,38.63525,4.57764,2.56348,0
19.754,0.09924,0.60754,0.12305,30.33447,2.38037,4.63867,0
19.765,0.11755,0.6272,0.13013,23.25439,-0.73242,8.66699,0
19.776,0.1438,0.64343,0.11938,15.625,-3.41797,12.45117,0
19.786,0.16467,0.65222,0.12341,3.54004,-4.15039,14.03808,0
19.797,0.17212,0.65332,0.14624,-13.12256,-2.44141,13.12256,0
19.808,0.17139,0.65417,0.18286,-30.88379,-0.30518,11.35254,0
19.818,0.16736,0.65601,0.23022,-45.34912,0.48828,10.43701,0
19.829,0.1676,0.65918,0.28125,-53.95507,-0.18311,10.92529,0
19.839,0.17456,0.6637,0.33118,-65.18555,-2.86865,9.21631,0
19.85,0.17932,0.66467,0.36169,-73.91357,-1.09863,5.18799,0
19.861,0.17578,0.65918,0.35767,-86.3037,1.83105,0.42725,0
19.871,0.16089,0.64905,0.35034,-100.89111,4.02832,-3.479,0
19.882,0.14001,0.63306,0.36853,-113.58642,4.15039,-5.43213,0
19.892,0.12891,0.61389,0.39941,-122.68066,2.62451,-5.7373,0
19.903,0.13171,0.59656,0.42004,-129.94385,1.0376,-5.85937,0
19.914,0.1366,0.58093,0.4386,-137.3291,0.79346,-6.71387,0
19.924,0.13757,0.54675,0.49939,-144.77539,0.91553,-7.87353,0
19.935,0.1449,0.52942,0.54626,-152.16064,-0.42725,-8.97217,0
19.946,0.15845,0.51648,0.61377,-158.26416,-3.72314,-10.19287,0
19.956,0.15845,0.50562,0.66846,-160.94969,-5.79834,-11.77978,0
19.967,0.13318,0.48376,0.69434,-161.01073,-4.5166,-13.30566,0
19.977,0.10107,0.44043,0.69666,-161.43797,-3.05176,-12.75635,0
19.988,0.07898,0.38794,0.69983,-165.46629,-4.15039,-7.87353,0
19.999,0.06445,0.34802,0.73901,-190.18553,-10.68115,9.52148,0
20.009,0.05371,0.32776,0.8291,-202.20946,-14.52637,17.94434,0
20.02,0.05994,0.3147,0.94788,-204.22362,-20.44678,28.86963,0
20.03,0.09119,0.33643,1.05981,-192.62694,-24.53613,43.94531,0
20.041,0.10474,0.37073,1.14417,-169.79979,-18.73779,52.4292,0
20.052,0.09558,0.34851,1.15649,-146.97266,-10.55908,48.2788,0
20.062,0.12793,0.29883,1.10547,-135.37598,-8.11768,38.81836,0
20.073,0.20569,0.27747,1.06445,-135.00977,-8.48389,30.94482,0
20.084,0.27759,0.30103,1.12183,-138.06152,-8.60596,26.18408,0
20.094,0.25305,0.28772,1.17053,-135.74219,-6.89697,23.55957,0
20.105,0.21863,0.26123,1.16589,-124.93896,-0.30518,21.1792,0
20.115,0.1731,0.22778,1.1344,-116.333,9.21631,14.34326,0
20.126,0.13013,0.18701,1.13391,-118.04198,14.22119,5.06592,0
20.137,0.11206,0.1637,1.15576,-121.45995,12.63428,0.91553,0
20.147,0.13757,0.15918,1.16992,-118.89648,7.75146,3.11279,0
20.158,0.20251,0.17371,1.18323,-98.69384,-3.54004,11.2915,0
20.168,0.27844,0.19836,1.1864,-81.29882,-5.24902,12.02392,0
20.179,0.3252,0.20178,1.13855,-67.32178,-4.63867,8.72803,0
20.19,0.31567,0.17334,1.06982,-64.33105,-4.57764,3.05176,0
20.2,0.27087,0.13367,1.0354,-68.35938,-5.49316,-1.64795,0
20.211,0.23303,0.09424,1.02783,-72.69287,-6.34766,-4.02832,0
20.222,0.21509,0.05847,1.03833,-75.31738,-6.16455,-4.02832,0
20.232,0.20996,0.04114,1.06763,-77.27051,-4.39453,-2.2583,0
20.243,0.25879,0.05591,1.1012,-80.13916,-2.01416,-0.79346,0
20.253,0.29749,0.073,1.0929,-83.31298,0.12207,-2.50244,0
20.264,0.31274,0.07043,1.08191,-87.82958,0.48828,-8.42285,0
20.275,0.29907,0.03833,1.14075,-98.02245,-3.41797,-16.23535,0
20.285,0.27954,0.0127,1.21838,-102.84423,-9.15527,-21.91162,0
20.296,0.27173,-0.0011,1.20935,-89.72167,-11.71875,-23.13232,0
20.307,0.26819,-0.02844,1.15283,-68.11523,-11.53564,-19.65332,0
20.317,0.25806,-0.07178,1.11206,-51.14746,-13.00049,-14.22119,0
20.328,0.25037,-0.11169,1.10461,-59.3872,-12.3291,-18.37158,0
20.338,0.24341,-0.12341,1.13879,-70.67871,-7.32422,-28.13721,0
20.349,0.22461,-0.10681,1.20349,-78.36914,-1.40381,-37.10938,0
20.36,0.19775,-0.09705,1.26465,-77.20947,0.0,-40.34423,0
20.37,0.17102,-0.11548,1.27429,-66.65039,-4.27246,-39.18457,0
20.381,0.16333,-0.14697,1.22864,-55.05371,-9.94873,-35.27832,0
20.392,0.18005,-0.16467,1.19397,-47.91259,-12.08496,-31.98242,0
20.402,0.1825,-0.17493,1.17395,-44.6167,-10.37598,-31.37207,0
20.413,0.17993,-0.17456,1.14233,-44.00634,-7.9956,-31.06689,0
20.423,0.19006,-0.17065,1.11255,-45.16601,-7.08008,-28.74756,0
20.434,0.20312,-0.16589,1.10217,-47.11914,-6.53076,-25.45166,0
20.445,0.20825,-0.16467,1.09338,-47.66845,-6.16455,-23.37646,0
20.455,0.20569,-0.1687,1.06604,-44.92187,-7.14111,-23.13232,0
20.466,0.20203,-0.18042,1.01758,-39.30664,-9.82666,-23.19336,0
20.477,0.19897,-0.19482,0.95764,-31.67724,-17.51709,-21.24023,0
20.487,0.19727,-0.20544,0.91565,-33.38623,-20.93506,-19.65332,0
20.498,0.19812,-0.21399,0.91406,-36.13281,-23.07129,-18.06641,0
20.508,0.20605,-0.21362,0.94507,-38.87939,-22.03369,-16.90674,0
20.519,0.21924,-0.20532,0.99573,-40.95459,-17.15088,-16.90674,0
20.53,0.22546,-0.20325,1.04333,-39.36768,-10.92529,-17.39502,0
20.54,0.22107,-0.20911,1.05127,-33.75244,-6.71387,-17.15088,0
20.551,0.21375,-0.21948,1.00854,-28.9917,-6.46973,-15.01465,0
20.562,0.23328,-0.22717,0.94604,-28.50342,-9.8877,-13.00049,0
20.572,0.25562,-0.22278,0.98022,-29.72412,-14.64844,-14.95361,0
20.583,0.27148,-0.22205,1.01758,-29.1748,-18.67676,-19.53125,0
20.594,0.27881,-0.22095,1.04663,-26.79443,-19.89746,-23.13232,0
20.604,0.28503,-0.21729,1.05322,-22.94922,-18.79883,-25.02441,0
20.615,0.29382,-0.21448,1.04602,-19.34814,-16.96777,-24.71924,0
20.625,0.30115,-0.21301,1.0365,-17.27295,-15.56396,-22.82715,0
20.636,0.30396,-0.21143,1.02332,-15.8081,-13.00049,-18.98193,0
20.647,0.30408,-0.21094,1.00903,-15.25879,-11.41357,-17.63916,0
20.657,0.30469,-0.21545,0.99841,-14.28223,-10.37598,-16.72363,0
20.668,0.30542,-0.22131,0.99219,-13.06152,-9.21631,-15.93017,0
20.678,0.3053,-0.22083,0.97754,-12.26807,-6.83594,-14.34326,0
20.689,0.30603,-0.21814,0.95056,-13.06152,-3.35693,-11.90185,0
20.7,0.30566,-0.21936,0.92859,-15.38086,-0.48828,-9.76562,0
20.71,0.28772,-0.23352,0.93994,-17.51709,1.34277,-8.36182,2
20.721,0.27856,-0.24426,0.95618,-18.24951,2.38037,-7.44629,2
20.732,0.27808,-0.24902,0.96594,-17.45605,3.05176,-6.53076,2
20.742,0.28418,-0.24951,0.97168,-15.93017,3.84521,-5.5542,2
20.753,0.28674,-0.25427,0.97595,-14.4043,4.5166,-4.82178,2
20.763,0.28296,-0.26172,0.97632,-12.87842,4.08936,-4.45557,2
20.774,0.2782,-0.2655,0.96802,-11.35254,2.56348,-4.27246,2
20.785,0.27734,-0.2677,0.95581,-10.19287,1.15967,-4.08936,2
20.795,0.27881,-0.26929,0.95105,-10.13183,0.73242,-2.56348,2
20.806,0.27771,-0.26709,0.94885,-10.13183,1.40381,-1.58691,2
20.816,0.27612,-0.26355,0.94019,-10.00977,2.50244,-0.79346,2
20.827,0.276,-0.26062,0.93945,-9.64355,3.479,-0.42725,2
20.838,0.27307,-0.25989,0.94836,-8.17871,4.08936,-0.36621,2
20.848,0.26904,-0.26062,0.94385,-6.22559,4.15039,-0.18311,2
20.859,0.27002,-0.26221,0.92761,-5.00488,3.54004,0.12207,2
20.87,0.28052,-0.26953,0.9303,-5.06592,2.68555,0.48828,2
20.88,0.28357,-0.27075,0.95544,-5.61523,2.62451,0.79346,2
20.891,0.28394,-0.271,0.96899,-5.24902,3.2959,0.91553,2
20.912,0.2926,-0.26929,0.94324,-2.74658,3.17383,1.40381,2
20.923,0.29492,-0.2677,0.93347,-2.38037,2.2583,1.46484,2
20.933,0.29028,-0.26575,0.9325,-2.74658,1.64795,1.15967,2
