timestamp,data1,data2,data3,data4,data5,data6,label
8.442,0.03357,0.77576,0.25317,-58.04443,24.71924,-10.19287,0
8.453,0.03296,0.76538,0.23962,-64.20898,23.19336,-10.62012,0
8.463,0.03503,0.75293,0.22986,-70.55664,18.24951,-10.49805,0
8.474,0.04529,0.74219,0.23743,-93.38378,5.18799,-8.17871,0
8.485,0.06543,0.73853,0.26208,-109.00878,1.09863,-8.78906,0
8.495,0.07751,0.73608,0.29907,-124.45068,0.61035,-11.59668,0
8.506,0.06616,0.71997,0.33618,-139.22119,3.41797,-14.28223,0
8.516,0.04028,0.69092,0.37671,-152.64893,7.14111,-14.83154,0
8.527,0.02258,0.66455,0.43921,-161.62108,9.8877,-14.34326,0
8.538,0.02063,0.65063,0.50818,-164.00145,11.47461,-15.07568,0
8.548,0.02332,0.64624,0.5708,-160.40039,11.16943,-17.51709,0
8.559,0.01941,0.64014,0.67749,-153.07617,9.21631,-20.38574,0
8.57,0.01038,0.63,0.69519,-145.01953,8.48389,-22.94922,0
8.58,-0.00793,0.60986,0.70129,-140.01465,10.43701,-24.84131,0
8.591,-0.0282,0.58508,0.71216,-138.91602,13.18359,-25.39062,0
8.601,-0.04187,0.56201,0.7312,-140.19775,15.07568,-24.41406,0
8.612,-0.04858,0.5448,0.76501,-142.02881,16.35742,-22.58301,0
8.623,-0.04932,0.53406,0.80713,-143.00537,17.15088,-20.93506,0
8.633,-0.05115,0.52527,0.84692,-141.35742,21.48437,-20.1416,0
8.644,-0.06396,0.50928,0.88574,-139.09912,25.93994,-19.9585,0
8.655,-0.08203,0.48926,0.92627,-135.00977,29.84619,-18.61572,0
8.665,-0.09521,0.47949,0.96497,-127.80761,32.77588,-16.41846,0
8.676,-0.10657,0.47656,0.98438,-117.73681,34.60693,-13.91601,0
8.686,-0.11877,0.46594,0.97253,-106.62841,34.97314,-11.1084,0
8.697,-0.12219,0.44458,0.94177,-96.80175,32.59277,-8.17871,0
8.708,-0.1073,0.42554,0.90649,-90.02685,27.28271,-5.79834,0
8.718,-0.04724,0.40149,0.86011,-88.31786,20.20263,-4.88281,0
8.729,-0.02917,0.39771,0.90686,-91.30859,12.87842,-5.7373,0
8.739,-0.0304,0.39868,0.98291,-94.78759,6.7749,-7.93457,0
8.75,-0.04797,0.39417,1.02808,-93.68896,3.35693,-10.31494,0
8.761,-0.07874,0.37756,1.0304,-87.95165,3.479,-11.84082,0
8.771,-0.12146,0.34326,1.01074,-81.35986,5.06592,-12.45117,0
8.782,-0.1604,0.30151,0.97656,-76.66016,4.63867,-11.53564,0
8.793,-0.17773,0.27686,0.94922,-80.2002,-1.89209,-1.89209,0
8.803,-0.17163,0.27417,0.94849,-85.51025,-4.08936,4.39453,0
8.814,-0.13672,0.28674,0.98425,-87.09716,-5.61523,10.13183,0
8.824,-0.06775,0.30237,1.03516,-83.8623,-6.16455,12.69531,0
8.835,0.00806,0.31592,1.0647,-80.2002,-4.82178,10.13183,0
8.845,0.04846,0.31567,1.06055,-79.77295,-3.11279,4.15039,0
8.856,0.03455,0.28796,1.03894,-82.88573,-3.23486,-0.97656,0
8.867,-0.01685,0.24658,1.02039,-87.76855,-6.28662,-1.95312,0
8.877,-0.09436,0.17078,0.94348,-93.13964,-12.87842,1.28174,0
8.888,-0.07349,0.14368,0.89172,-98.38866,-24.10888,7.14111,0
8.898,-0.00171,0.14014,0.89929,-103.88183,-40.03906,12.75635,0
8.92,0.14209,0.1991,1.20154,-114.99023,-63.04931,8.72803,0
8.93,0.11255,0.19873,1.35657,-116.39404,-52.55127,-1.77002,0
8.941,0.02686,0.16882,1.41064,-112.79296,-27.52685,-12.39014,0
8.952,-0.05457,0.1178,1.34497,-104.79736,1.15967,-17.33398,0
8.962,-0.09521,0.06909,1.23389,-91.97997,29.90722,-10.74219,0
8.973,-0.08472,0.04297,1.15649,-88.31786,24.84131,-3.96728,0
8.983,-0.04431,0.03345,1.10767,-85.44921,14.22119,1.52588,0
8.994,-0.01636,0.0282,1.0918,-83.92333,3.72314,3.96728,0
9.005,-0.01453,0.02222,1.11682,-81.11572,-5.18799,4.5166,0
9.015,-0.01819,0.02026,1.16553,-74.27979,-11.47461,4.69971,0
9.026,-0.01501,0.02393,1.20752,-64.20898,-13.30566,4.82178,0
9.036,-0.00281,0.02527,1.21008,-54.13818,-11.16943,4.21143,0
9.047,0.0354,0.01282,1.10803,-46.99707,-7.01904,2.44141,0
9.058,0.04297,-0.00745,1.05151,-44.12841,-2.74658,-0.36621,0
9.068,0.03455,-0.0282,1.03394,-45.16601,-0.36621,-3.90625,0
9.079,0.021,-0.03796,1.0509,-47.42431,-0.85449,-7.20215,0
9.089,0.00928,-0.04333,1.0802,-48.58398,-2.68555,-9.70459,0
9.1,0.00647,-0.04895,1.11218,-48.0957,-4.69971,-11.53564,0
9.111,0.00403,-0.05408,1.14563,-46.56982,-6.46973,-13.3667,0
9.121,-0.01123,-0.06677,1.16882,-39.67285,-6.04248,-15.13672,0
9.132,-0.03186,-0.08606,1.16589,-35.21729,-3.84521,-13.91601,0
9.142,-0.04504,-0.09851,1.13892,-33.02002,-1.52588,-12.69531,0
9.153,-0.04736,-0.10571,1.10559,-34.42383,0.36621,-12.26807,2
9.164,-0.04541,-0.11438,1.08667,-36.56006,1.46484,-11.96289,2
9.174,-0.04004,-0.11963,1.08508,-37.35352,2.0752,-11.59668,2
9.185,-0.02844,-0.12146,1.08752,-38.08594,3.479,-12.20703,2
9.195,-0.02173,-0.1261,1.08789,-39.91699,6.22559,-14.16016,2
9.206,-0.0542,-0.1532,1.11133,-41.99218,9.0332,-16.35742,2
9.217,-0.08069,-0.16638,1.13306,-41.93115,10.37598,-17.21191,2
9.227,-0.09485,-0.17139,1.13696,-37.23145,10.19287,-15.68603,2
9.238,-0.09473,-0.17444,1.11707,-29.54101,9.21631,-12.57324,2
9.248,-0.08752,-0.17957,1.09387,-22.09472,7.75146,-9.33838,2
9.259,-0.0769,-0.17993,1.07959,-16.23535,6.04248,-6.5918,2
9.269,-0.06348,-0.17358,1.06311,-11.84082,4.76074,-4.27246,2
9.28,-0.05542,-0.16748,1.03833,-6.7749,4.39453,-2.44141,2
9.291,-0.05701,-0.16809,1.01562,-5.7373,3.35693,-2.01416,2
9.301,-0.06006,-0.17358,1.00549,-5.00488,1.0376,-1.09863,2
9.312,-0.05469,-0.17639,1.0072,-4.21143,-1.09863,-0.12207,2
9.323,-0.04407,-0.17334,1.01074,-3.78418,-1.95312,0.36621,2
9.333,-0.03589,-0.16809,1.0144,-3.479,-1.89209,0.30518,2
9.344,-0.03125,-0.16455,1.01526,-2.80762,-1.64795,0.12207,2
9.354,-0.03271,-0.16431,1.00989,-2.2583,-1.64795,0.24414,2
9.365,-0.02783,-0.16748,0.98352,-2.0752,-2.01416,0.85449,2
9.376,-0.01465,-0.17126,0.96082,-2.68555,-2.13623,1.28174,2
9.386,-0.01147,-0.1748,0.95825,-4.76074,-1.77002,0.97656,2
9.397,-0.01978,-0.17651,0.98413,-7.56836,-1.28174,0.24414,2
9.407,-0.02966,-0.17566,1.01624,-8.78906,-0.79346,-0.12207,2
9.418,-0.0343,-0.17322,1.02844,-7.87353,-0.48828,0.06104,2
9.429,-0.02966,-0.17151,1.01025,-5.79834,-0.36621,0.48828,2
9.439,-0.01465,-0.17065,0.9707,-4.63867,-1.46484,0.67139,2
9.45,0.00317,-0.17029,0.94238,-7.38525,-2.01416,-0.48828,2
9.461,0.0144,-0.16833,0.94702,-10.62012,-1.70898,-2.31934,2
9.471,0.01575,-0.16797,0.96729,-12.57324,-0.24414,-4.3335,2
9.482,0.00684,-0.17444,0.98267,-13.24463,1.95312,-5.98144,2
9.492,-0.01135,-0.18628,0.99048,-13.48877,4.3335,-6.71387,2
9.503,-0.03064,-0.19812,0.99402,-13.85498,6.16455,-6.34766,2
9.514,-0.04114,-0.20618,0.99268,-14.03808,6.89697,-5.43213,2
9.524,-0.03577,-0.20447,0.98462,-14.09912,6.5918,-4.45557,2
9.535,-0.03162,-0.19958,0.995,-14.09912,6.10352,-3.90625,2
9.546,-0.02905,-0.20068,0.99902,-13.91601,5.79834,-3.90625,2
9.556,-0.02783,-0.20715,0.98999,-13.42773,5.06592,-4.08936,2
9.567,-0.03027,-0.21423,0.98828,-13.06152,3.54004,-4.45557,2
9.577,-0.03223,-0.21667,1.00073,-13.12256,1.83105,-4.69971,2
9.588,-0.02954,-0.21497,1.01819,-13.12256,0.85449,-4.63867,2
9.599,-0.02893,-0.2135,1.03076,-10.62012,2.19727,-4.57764,2
9.609,-0.03467,-0.2157,1.03455,-8.97217,3.66211,-4.27246,2
9.62,-0.03894,-0.21765,1.03503,-7.69043,4.88281,-3.84521,2
9.63,-0.03699,-0.21765,1.03186,-6.46973,5.5542,-3.479,2
9.641,-0.03491,-0.21985,1.02429,-5.37109,5.37109,-3.35693,2
9.652,-0.03918,-0.22827,1.02173,-4.27246,4.45557,-3.05176,2
9.662,-0.04431,-0.23682,1.03467,-2.56348,3.35693,-2.44141,2
9.673,-0.04565,-0.23694,1.06384,0.42725,3.11279,-1.64795,2
9.683,-0.05334,-0.2323,1.11511,5.00488,3.96728,-0.85449,2
9.694,-0.05823,-0.23291,1.12463,11.1084,5.31006,0.18311,2
9.705,-0.05945,-0.23059,1.13562,18.00537,6.46973,1.40381,2
9.715,-0.06006,-0.22595,1.15027,24.84131,7.44629,2.80762,2
9.726,-0.06519,-0.2207,1.15918,31.18896,9.09424,4.21143,2
9.737,-0.07117,-0.21509,1.15503,36.8042,11.65771,5.79834,2
9.747,-0.06934,-0.21045,1.14124,41.80908,14.09912,7.8125,2
9.758,-0.05798,-0.20544,1.13037,48.82812,15.19775,11.23047,2
9.768,-0.04675,-0.19739,1.13538,51.75781,14.03808,11.90185,2
9.779,-0.04639,-0.18713,1.1593,55.66406,12.146,12.3291,2
9.79,-0.05579,-0.17468,1.18994,61.34033,9.39941,13.06152,2
9.8,-0.06775,-0.15979,1.21106,68.60352,5.7373,14.4043,2
9.811,-0.07251,-0.14465,1.21985,77.88086,0.79346,16.47949,2
9.822,-0.05725,-0.12476,1.21497,87.89062,-4.94385,17.82227,2
9.832,-0.02686,-0.09656,1.19592,95.39794,-10.00977,17.15088,2
9.843,-0.01599,-0.05383,1.18823,99.36523,-13.18359,14.64844,2
9.853,-0.03711,-0.05139,1.19153,100.58593,-14.16016,11.84082,2
9.864,-0.0509,-0.05042,1.18384,100.64697,-13.30566,9.09424,2
9.875,-0.04968,-0.03906,1.19104,99.73144,-11.2915,5.24902,2
9.885,-0.04285,-0.0155,1.21594,99.24316,-8.30078,0.24414,2
9.896,-0.04944,0.01013,1.23608,101.01318,-4.08936,-4.21143,2
9.906,-0.08325,0.02893,1.25183,104.49218,0.12207,-6.10352,2
9.917,-0.13696,0.02942,1.27844,111.02294,-1.28174,1.83105,2
9.928,-0.1792,0.0199,1.30127,117.12646,-9.94873,10.62012,2
9.938,-0.17822,0.0271,1.30017,125.67138,-20.69092,18.79883,2
9.949,-0.1355,0.05811,1.27368,134.76562,-27.9541,23.19336,2
9.96,-0.08069,0.09546,1.23108,142.51709,-30.27344,23.55957,2
9.97,-0.03516,0.12646,1.18713,147.64404,-29.35791,21.60644,2
9.981,-0.00806,0.15405,1.14844,150.20752,-26.55029,18.85986,2
9.992,0.00208,0.17847,1.11707,151.79443,-23.49853,15.74707,2
10.002,-0.02197,0.20947,1.05603,153.25928,-21.30127,12.75635,2
10.013,-0.0636,0.2179,1.05505,153.68652,-17.7002,11.59668,2
10.023,-0.10864,0.22876,1.07422,153.68652,-13.61084,14.03808,2
10.034,-0.12073,0.24805,1.08679,153.9917,-13.85498,20.32471,2
10.045,-0.08936,0.27734,1.0741,155.0293,-18.31055,27.46582,2
10.055,-0.04199,0.30823,1.01807,156.98242,-22.33887,31.67724,2
10.066,-0.00488,0.32812,0.93042,159.42383,-23.25439,31.92138,2
10.076,0.01709,0.34058,0.84277,161.98729,-27.22168,28.86963,2
10.087,0.02954,0.35193,0.76917,161.56004,-34.79004,28.62549,2
10.098,0.0448,0.37329,0.72107,160.40039,-45.71533,28.50342,2
10.108,0.06799,0.41101,0.70605,159.729,-56.64062,27.46582,2
10.119,0.08984,0.45093,0.71399,160.27832,-65.18555,25.45166,2
10.13,0.09705,0.48157,0.7218,160.88866,-70.49561,23.25439,2
10.14,0.08435,0.49854,0.72131,160.40039,-73.42529,22.21679,2
10.151,0.06421,0.50513,0.73279,159.91211,-76.47705,21.78955,2
10.161,0.06396,0.55139,0.75342,161.43797,-80.5664,18.9209,0
10.172,0.07007,0.56628,0.70801,164.91698,-83.8623,14.34326,0
10.183,0.0719,0.56726,0.64258,167.96873,-86.3037,11.59668,0
10.193,0.07422,0.56946,0.59009,168.09081,-89.78271,12.3291,0
10.204,0.09131,0.58679,0.57556,163.5742,-94.72655,17.02881,0
10.214,0.13538,0.63477,0.60999,155.0293,-99.73144,24.4751,0
10.225,0.18652,0.68909,0.65356,145.69092,-100.64697,29.90722,0
10.236,0.21411,0.70935,0.65271,135.49805,-82.70263,20.69092,0
10.246,0.21375,0.70178,0.61316,132.75146,-67.56592,12.26807,0
10.257,0.19873,0.69788,0.57373,129.39453,-50.96435,6.89697,0
10.267,0.18701,0.70557,0.54419,125.54931,-33.5083,4.69971,0
10.278,0.19189,0.71545,0.50879,120.54443,-15.625,3.479,0
10.289,0.21497,0.72461,0.46118,112.79296,2.01416,1.46484,0
10.299,0.24268,0.7356,0.4093,101.62353,17.51709,-1.58691,0
10.31,0.2616,0.75098,0.36438,88.25683,29.35791,-5.12695,0
10.321,0.26123,0.76965,0.2876,75.19531,37.78076,-8.11768,0
10.331,0.24622,0.76147,0.24695,63.7207,43.27392,-9.33838,0
10.342,0.23181,0.75061,0.2262,53.16162,46.08154,-8.91113,0
10.352,0.21851,0.74194,0.22607,43.33496,46.44775,-8.60596,0
10.363,0.20129,0.73486,0.22791,36.31592,44.7998,-9.15527,0
10.374,0.17908,0.72827,0.21814,33.02002,41.44287,-9.46045,0
10.384,0.16394,0.72498,0.19653,31.4331,37.71973,-7.44629,0
10.395,0.16382,0.72485,0.16296,22.27783,32.95898,0.54932,0
10.406,0.16748,0.72107,0.11731,11.96289,32.71484,2.2583,0
10.416,0.16467,0.71069,0.07642,-1.95312,34.42383,2.80762,0
10.427,0.1604,0.69922,0.05322,-17.39502,36.92627,3.66211,0
10.437,0.1698,0.69958,0.04736,-32.53174,37.71973,4.94385,0
10.448,0.1991,0.72156,0.06555,-46.56982,36.56006,4.82178,0
10.459,0.23303,0.75696,0.11243,-58.10546,34.05762,1.70898,0
10.469,0.25391,0.78149,0.16907,-66.58936,30.76172,-3.90625,0
10.48,0.23755,0.76514,0.23755,-73.30322,27.46582,-10.55908,0
10.491,0.19971,0.74292,0.26196,-80.26123,24.90234,-16.47949,0
10.501,0.15955,0.72461,0.28967,-87.52441,23.92578,-19.77539,0
10.512,0.13416,0.7157,0.30762,-93.74999,24.35303,-20.01953,0
10.522,0.12256,0.71667,0.31848,-99.18212,24.84131,-18.98193,0
10.533,0.11743,0.7157,0.33289,-105.34667,24.84131,-18.18848,0
10.544,0.11377,0.70679,0.35925,-113.28124,24.78027,-17.27295,0
10.554,0.10803,0.6936,0.39746,-131.28662,26.42822,-13.42773,0
10.565,0.104,0.67969,0.4325,-137.57324,26.30615,-11.71875,0
10.575,0.10376,0.66772,0.47192,-140.01465,23.86474,-10.43701,0
10.586,0.11108,0.65759,0.53125,-137.146,18.31055,-8.97217,0
10.597,0.13025,0.65173,0.58704,-130.85938,11.2915,-8.60596,0
10.607,0.14844,0.64954,0.61658,-125.24413,6.5918,-10.0708,0
10.618,0.14929,0.64099,0.62073,-121.58202,5.31006,-11.71875,0
10.629,0.13123,0.62231,0.60437,-119.87304,5.37109,-12.02392,0
10.639,0.08569,0.54578,0.4585,-119.812,4.63867,-10.25391,0
10.65,0.09253,0.49377,0.34326,-123.1079,0.0,-6.22559,0
10.66,0.11719,0.45374,0.30469,-131.95801,-10.86426,-0.79346,0
10.671,0.15186,0.43079,0.40076,-145.44678,-27.03857,4.82178,0
10.682,0.20032,0.42651,0.61206,-159.17969,-46.32568,9.33838,0
10.692,0.24744,0.4469,0.87524,-167.96873,-64.94141,10.92529,0
10.703,0.27429,0.47827,1.10864,-168.70116,-75.8667,9.09424,0
10.713,0.28442,0.49988,1.25073,-149.78027,-62.92724,-0.36621,0
10.724,0.27808,0.50562,1.30273,-138.00049,-42.66357,-7.56836,0
10.735,0.24048,0.48828,1.28748,-127.56347,-18.79883,-14.28223,0
10.745,0.16821,0.43921,1.22974,-116.76025,3.66211,-15.31982,0
10.756,0.09973,0.37329,1.13293,-108.94775,21.1792,-11.65771,0
10.766,0.05774,0.31555,1.01624,-112.18261,31.37207,-9.52148,0
10.777,0.02698,0.27612,0.95471,-123.04687,33.14209,-7.44629,0
10.788,0.0155,0.25964,0.9845,-130.67627,26.9165,-2.2583,0
10.798,0.08838,0.2948,1.20166,-129.27246,15.86914,3.11279,0
10.809,0.12585,0.3219,1.30432,-119.32372,5.00488,4.57764,0
10.819,0.12622,0.33716,1.34973,-102.17284,0.18311,3.479,0
10.83,0.11353,0.32336,1.28918,-78.18604,2.2583,4.39453,0
10.841,0.10461,0.27454,1.12903,-55.96923,6.28662,6.28662,0
10.851,0.09583,0.21216,0.95386,-47.36328,8.91113,6.83594,0
10.862,0.09106,0.17542,0.84216,-53.58886,8.54492,8.17871,0
10.872,0.09143,0.17676,0.82507,-67.19971,5.00488,11.77978,0
10.883,0.0968,0.19702,0.87988,-86.48681,-3.96728,21.11816,0
10.894,0.10413,0.21985,0.96326,-85.75439,-7.50732,23.6206,0
10.904,0.1228,0.23889,1.04065,-77.81982,-9.09424,24.16992,0
10.925,0.2019,0.25623,1.03589,-54.80957,-2.50244,19.40918,0
10.936,0.23511,0.24146,0.94836,-48.33984,1.40381,14.34326,0
10.947,0.25781,0.22009,0.87244,-46.26464,1.46484,8.23975,0
10.957,0.26819,0.198,0.84583,-41.80908,-6.40869,1.77002,0
10.968,0.11389,0.05981,0.91699,-23.86474,-27.77099,-0.18311,0
10.978,0.11694,0.11621,0.78381,-10.92529,-48.2788,6.34766,0
10.989,0.27527,0.26831,0.6748,-37.90283,-41.80908,14.70947,0
11.0,0.39185,0.23865,0.78247,-97.229,-3.66211,13.12256,0
11.01,0.30261,0.0498,0.96826,-131.10352,20.69092,-0.85449,0
11.021,0.21753,0.01562,1.01648,-118.5913,8.97217,-10.00977,0
11.031,0.21875,0.05151,1.05811,-102.35595,-7.75146,-5.85937,0
11.042,0.2583,0.06018,1.16772,-103.69872,-13.18359,-5.24902,0
11.052,0.29126,0.04004,1.27917,-107.60497,-4.94385,-13.48877,0
11.063,0.28357,0.02319,1.36475,-118.10302,3.78418,-18.49365,2
11.074,0.24414,0.01331,1.41687,-133.66699,12.146,-20.08056,2
11.084,0.19348,-0.0094,1.39832,-149.6582,20.99609,-21.72851,2
11.095,0.1449,-0.05823,1.30859,-159.17969,26.79443,-21.3623,2
11.105,0.12305,-0.10315,1.1781,-158.3252,28.32031,-17.76123,2
11.116,0.13989,-0.13867,1.03601,-155.15137,30.02929,-14.64844,2
11.127,0.14209,-0.22778,0.91406,-155.57861,30.70068,-12.146,2
11.137,0.11401,-0.25024,1.03125,-155.15137,26.79443,-9.21631,2
11.148,0.09277,-0.27356,1.17664,-150.14648,23.19336,-6.83594,2
11.159,0.0929,-0.3053,1.28711,-139.89258,24.84131,-3.78418,2
11.169,0.10278,-0.31824,1.34265,-117.12646,30.70068,-0.91553,2
11.18,0.11401,-0.30713,1.32715,-82.64159,37.71973,-2.38037,2
11.19,0.13208,-0.29468,1.26648,-52.24609,42.23632,-7.38525,2
11.201,0.14819,-0.28857,1.18237,-23.4375,33.63037,-17.27295,2
11.212,0.15454,-0.29639,1.09229,-19.59229,21.72851,-19.9585,2
11.222,0.14832,-0.30896,1.0415,-20.1416,8.48389,-20.01953,2
11.233,0.13196,-0.30713,1.05786,-20.69092,-2.01416,-17.94434,2
11.243,0.11475,-0.28516,1.1073,-16.78467,-7.69043,-15.13672,2
11.254,0.09631,-0.26941,1.14233,-8.78906,-9.15527,-11.96289,2
11.265,0.07739,-0.27966,1.14075,-0.18311,-8.30078,-8.36182,2
11.275,0.07092,-0.29211,1.104,6.5918,-6.65283,-4.63867,2
11.286,0.1239,-0.26721,1.00244,10.68115,-4.82178,-1.77002,2
11.296,0.14868,-0.24854,0.95825,12.146,-3.479,-0.30518,2
11.307,0.15723,-0.24268,0.9259,11.04736,-3.35693,0.0,2
11.318,0.15698,-0.2467,0.91089,7.87353,-4.5166,0.0,2
11.328,0.15002,-0.25513,0.9071,4.21143,-6.34766,-0.42725,2
11.339,0.13708,-0.26465,0.90686,1.2207,-7.9956,-1.28174,2
11.35,0.12793,-0.27393,0.91162,-1.09863,-9.21631,-1.95312,2
11.36,0.12781,-0.27722,0.91919,-4.39453,-11.35254,-2.01416,2
11.371,0.13586,-0.27185,0.93152,-5.37109,-12.20703,-2.31934,2
11.381,0.15076,-0.26257,0.94836,-5.43213,-12.02392,-3.05176,2
11.392,0.16064,-0.26245,0.96094,-5.12695,-10.80322,-4.02832,2
11.403,0.15564,-0.27576,0.96899,-4.76074,-9.8877,-4.57764,2
11.413,0.14502,-0.28674,0.97583,-3.78418,-9.82666,-4.45557,2
11.424,0.14172,-0.28857,0.9751,-2.38037,-10.68115,-3.84521,2
11.435,0.14587,-0.28625,0.96814,-1.34277,-12.08496,-3.17383,2
11.445,0.16272,-0.27246,0.95691,-1.15967,-13.3667,-2.86865,2
11.456,0.17102,-0.27026,0.95911,-1.46484,-13.91601,-2.80762,2
11.466,0.17554,-0.27161,0.96399,-1.77002,-13.42773,-2.80762,2
11.477,0.17712,-0.27161,0.96594,-1.77002,-11.77978,-2.68555,2
11.488,0.17456,-0.27222,0.96484,-1.83105,-9.76562,-2.44141,2
11.498,0.1698,-0.27319,0.96875,-2.13623,-8.23975,-2.2583,2
11.509,0.1687,-0.27087,0.98047,-2.2583,-7.44629,-2.01416,2
11.519,0.17285,-0.26648,0.98608,-0.12207,-6.71387,-1.77002,2
11.53,0.1803,-0.26465,0.97314,1.28174,-6.65283,-1.89209,2
11.541,0.18591,-0.2655,0.95081,1.15967,-7.01904,-2.13623,2
11.551,0.1897,-0.26379,0.93872,-0.48828,-7.44629,-2.31934,2
11.562,0.19128,-0.25952,0.94055,-2.44141,-7.26318,-2.50244,2
11.573,0.18677,-0.25806,0.95056,-3.35693,-6.46973,-2.68555,2
11.583,0.17798,-0.26147,0.95898,-2.92969,-5.37109,-2.80762,2
11.594,0.17419,-0.26904,0.96289,-2.2583,-4.21143,-2.74658,2
11.604,0.18286,-0.27527,0.97461,-1.89209,-2.62451,-2.68555,2
11.615,0.18225,-0.27722,0.96973,-1.52588,-1.15967,-2.56348,2
11.626,0.18164,-0.27771,0.96326,-1.46484,-0.85449,-2.38037,2
11.636,0.18213,-0.276,0.95996,-1.58691,-1.64795,-2.0752,2
11.647,0.18506,-0.27332,0.96326,-1.89209,-2.80762,-1.64795,2
11.657,0.18811,-0.27441,0.97009,-2.01416,-3.23486,-1.2207,2
11.668,0.18982,-0.2804,0.97351,-1.83105,-2.44141,-1.15967,2
11.679,0.18787,-0.28528,0.98022,-1.70898,0.0,-1.52588,2
11.689,0.17932,-0.28674,0.99231,-0.67139,0.73242,-1.34277,2
11.7,0.17004,-0.28687,0.99451,1.2207,0.79346,-0.79346,2
11.711,0.16907,-0.28491,0.97974,2.68555,0.24414,-0.18311,2
11.721,0.17859,-0.2782,0.95508,2.80762,-0.54932,0.12207,2
11.732,0.18994,-0.27075,0.93701,1.64795,-1.0376,-0.18311,2
11.742,0.19568,-0.2677,0.93359,0.12207,-0.97656,-0.79346,2
11.753,0.19397,-0.26819,0.93909,-1.2207,-0.36621,-1.52588,2
11.764,0.18311,-0.27319,0.95703,-2.13623,0.54932,-1.89209,2
11.774,0.17883,-0.276,0.96655,-2.38037,1.28174,-1.89209,2
11.785,0.17908,-0.27747,0.97119,-2.13623,1.83105,-1.52588,2
11.795,0.18469,-0.27844,0.96326,-1.58691,2.31934,-1.09863,2
11.806,0.19067,-0.27905,0.95593,-1.0376,2.13623,-0.85449,2
11.817,0.19189,-0.27905,0.96045,-0.97656,1.34277,-0.91553,2
11.827,0.18896,-0.2782,0.96143,-1.0376,0.97656,-1.0376,2
11.838,0.18604,-0.27673,0.95557,-1.09863,1.40381,-1.09863,2
11.849,0.1842,-0.27625,0.95557,-1.34277,1.64795,-1.09863,2
11.859,0.18188,-0.276,0.95959,-1.15967,1.95312,-1.15967,2
11.87,0.17932,-0.27539,0.95715,-0.79346,2.13623,-1.0376,2
11.88,0.17969,-0.27441,0.94897,-0.73242,1.95312,-1.09863,2
11.891,0.18054,-0.27478,0.94373,-1.28174,1.77002,-1.2207,2
11.902,0.17639,-0.27661,0.94214,-1.95312,1.52588,-1.28174,2
11.912,0.1698,-0.2782,0.94299,-2.38037,0.85449,-1.15967,2
11.923,0.16162,-0.27942,0.95312,-2.2583,-0.24414,-0.79346,2
11.933,0.16052,-0.2793,0.94971,-1.77002,-1.40381,-0.18311,2
11.944,0.16418,-0.2771,0.94751,-1.34277,-2.44141,0.42725,2
11.955,0.17261,-0.27344,0.95569,-1.15967,-3.41797,0.97656,2
11.965,0.18042,-0.27209,0.96362,-0.97656,-3.72314,1.34277,2
11.976,0.18665,-0.2738,0.95972,-0.61035,-3.2959,1.34277,2
11.987,0.19043,-0.27747,0.94983,-0.54932,-2.68555,1.2207,2
11.997,0.19238,-0.2793,0.94836,-1.95312,-2.56348,0.54932,2
12.008,0.19287,-0.27869,0.96069,-2.50244,-2.44141,0.30518,2
12.018,0.19055,-0.28003,0.97632,-2.31934,-1.77002,0.18311,2
12.029,0.18799,-0.28394,0.97791,-1.70898,-0.73242,0.36621,2
12.04,0.18811,-0.28711,0.96765,-1.28174,0.24414,0.67139,2
12.05,0.19031,-0.28772,0.95837,-1.09863,1.2207,1.0376,2
12.061,0.19214,-0.28564,0.95044,-1.0376,2.31934,1.15967,2
12.072,0.19043,-0.28503,0.94666,-1.09863,3.23486,0.97656,1
12.082,0.18384,-0.28296,0.94397,-1.34277,3.479,0.67139,1
12.093,0.18164,-0.2804,0.94165,-1.64795,3.23486,0.36621,1
12.103,0.17798,-0.28113,0.94226,-1.89209,2.80762,0.06104,1
12.114,0.17517,-0.28467,0.94958,-2.01416,2.19727,-0.24414,1
12.125,0.17615,-0.28625,0.95935,-2.01416,1.46484,-0.42725,1
12.135,0.1803,-0.28491,0.96204,-1.70898,1.09863,-0.48828,1
12.146,0.18237,-0.28442,0.95862,-1.28174,1.09863,-0.54932,1
12.156,0.18005,-0.28406,0.95496,-0.97656,0.85449,-0.91553,1
12.167,0.17456,-0.28418,0.95264,-0.85449,0.42725,-0.91553,1
12.178,0.1687,-0.28491,0.95056,-0.79346,-0.12207,-0.48828,1
12.188,0.16748,-0.28357,0.94592,-0.73242,-0.42725,0.12207,1
12.199,0.16968,-0.28296,0.94177,-0.85449,-0.42725,0.73242,1
12.209,0.17126,-0.28418,0.94421,-1.15967,-0.48828,1.15967,1
12.22,0.17542,-0.28333,0.9469,-1.34277,-0.48828,1.46484,1
12.231,0.18176,-0.2821,0.94751,-1.46484,-0.61035,1.40381,1
12.241,0.18445,-0.28748,0.95483,-1.52588,-0.85449,1.09863,1
12.252,0.18542,-0.28882,0.95508,-1.46484,-0.67139,0.91553,1
12.262,0.18665,-0.28943,0.9541,-1.46484,0.24414,0.97656,1
12.273,0.18689,-0.29065,0.94934,-1.52588,1.15967,1.0376,1
12.284,0.18726,-0.29163,0.94604,-1.64795,1.34277,0.91553,1
